employee_id,attrition_flag,predicted_prob,risk_band,job_role,department,tenure_months,performance_rating,engagement_score,manager_support_score,growth_opportunity_score,training_hours,training_count
442,0,0.06832666914582665,Low,Manufacturing Director,Research & Development,120,4,3,1,3,4,2
444,0,0.031222390468699516,Low,Manager,Research & Development,252,3,4,1,3,4,2
445,1,0.1649806292807723,Low,Sales Executive,Sales,12,3,3,1,4,6,3
446,0,0.08492322615968247,Low,Sales Executive,Sales,84,3,4,3,2,12,6
447,0,0.034324908838921656,Low,Research Director,Research & Development,36,3,3,2,4,4,2
448,0,0.1776437850983121,Low,Laboratory Technician,Research & Development,108,3,3,2,3,6,3
449,0,0.253066071280904,Low,Sales Executive,Sales,60,3,2,4,3,0,0
450,0,0.07715722762623421,Low,Research Scientist,Research & Development,48,3,3,4,4,8,4
451,0,0.23723385645762024,Low,Healthcare Representative,Research & Development,12,3,1,1,3,2,1
452,0,0.07365062873922276,Low,Research Scientist,Research & Development,120,3,4,1,4,6,3
453,0,0.17501189493595257,Low,Sales Executive,Sales,48,4,4,3,2,4,2
454,1,0.2658112399613026,Low,Laboratory Technician,Research & Development,84,3,1,4,2,8,4
455,0,0.234246770717465,Low,Laboratory Technician,Research & Development,36,3,4,3,2,4,2
456,0,0.10904426696374533,Low,Sales Executive,Sales,120,3,3,3,4,4,2
458,0,0.242808843261997,Low,Sales Executive,Sales,96,3,2,1,2,6,3
460,0,0.03987324462171065,Low,Manufacturing Director,Research & Development,72,3,4,3,4,4,2
461,0,0.020015290526903356,Low,Research Director,Research & Development,132,3,4,2,3,6,3
462,0,0.041213923776331395,Low,Manufacturing Director,Research & Development,132,3,4,3,3,4,2
463,0,0.1881641548196144,Low,Sales Executive,Sales,84,3,2,1,4,4,2
464,0,0.030130431390723224,Low,Manufacturing Director,Research & Development,192,3,2,4,3,10,5
465,0,0.11678499608594678,Low,Research Scientist,Research & Development,48,3,4,3,3,4,2
466,0,0.05346657960903038,Low,Manufacturing Director,Research & Development,60,3,2,4,4,6,3
467,0,0.48111149868622854,Medium,Sales Representative,Sales,0,3,3,1,2,6,3
468,0,0.06322334658430026,Low,Research Director,Research & Development,12,3,4,2,1,4,2
469,0,0.14621559916128551,Low,Sales Executive,Sales,48,3,3,1,4,6,3
470,0,0.13047076485107753,Low,Human Resources,Human Resources,36,3,3,3,3,10,5
471,0,0.182849014597562,Low,Laboratory Technician,Research & Development,96,3,2,3,3,8,4
473,0,0.12897276232410626,Low,Manager,Sales,0,4,3,2,1,6,3
474,0,0.24492672807475532,Low,Research Scientist,Research & Development,84,3,1,1,3,4,2
475,0,0.16691031454959077,Low,Sales Executive,Sales,24,3,3,2,4,4,2
476,0,0.14257374057315236,Low,Sales Executive,Sales,96,3,3,2,3,6,3
477,0,0.08119685101751595,Low,Healthcare Representative,Research & Development,12,4,4,2,1,12,6
478,1,0.52581787141638,Medium,Sales Representative,Sales,36,3,2,3,1,6,3
479,0,0.07410906904743825,Low,Sales Executive,Sales,12,3,4,2,4,12,6
481,0,0.18627007217203317,Low,Sales Executive,Sales,156,3,4,1,1,4,2
482,0,0.07747642255061006,Low,Healthcare Representative,Research & Development,36,3,3,3,4,4,2
483,0,0.13926180549315564,Low,Laboratory Technician,Research & Development,84,3,3,3,4,6,3
484,0,0.38925821163728386,Medium,Sales Representative,Sales,36,4,4,3,1,6,3
485,1,0.3527098094191814,Medium,Sales Representative,Sales,12,3,3,2,4,4,2
486,0,0.3087346479868758,Low,Laboratory Technician,Research & Development,60,4,1,2,3,6,3
487,0,0.08332943006211183,Low,Manufacturing Director,Research & Development,12,3,3,3,3,4,2
488,1,0.1924445756448286,Low,Sales Executive,Sales,96,3,2,3,1,10,5
491,0,0.05172125134394039,Low,Healthcare Representative,Research & Development,48,3,4,4,4,4,2
492,1,0.10844087759093589,Low,Sales Executive,Sales,72,3,3,1,3,12,6
493,0,0.11770215143441415,Low,Research Scientist,Research & Development,24,3,2,4,3,10,5
494,1,0.5152900049039116,Medium,Sales Representative,Sales,12,3,2,4,3,0,0
495,0,0.0626004483144792,Low,Research Scientist,Research & Development,36,3,4,4,4,8,4
496,0,0.08656606233815155,Low,Healthcare Representative,Research & Development,12,3,2,3,3,10,5
497,0,0.23704751698214335,Low,Laboratory Technician,Research & Development,60,3,2,2,4,4,2
498,0,0.16481201428348025,Low,Sales Executive,Sales,84,3,4,4,2,2,1
499,0,0.11547612797767856,Low,Healthcare Representative,Research & Development,60,4,3,3,2,4,2
500,0,0.1237703190506457,Low,Sales Executive,Sales,84,3,4,3,3,4,2
501,0,0.12026847374267863,Low,Research Scientist,Research & Development,24,3,3,2,4,6,3
502,1,0.20133280522916788,Low,Sales Executive,Sales,60,3,4,2,1,6,3
505,0,0.05237136456951566,Low,Manager,Research & Development,60,3,4,3,3,4,2
507,0,0.12197467467101157,Low,Sales Executive,Sales,60,3,3,4,4,4,2
508,0,0.4691350290342158,Medium,Sales Representative,Sales,12,3,2,1,3,6,3
510,1,0.21241297823707941,Low,Research Scientist,Research & Development,72,4,1,3,3,4,2
511,0,0.3151694879165387,Low,Research Scientist,Research & Development,24,3,2,4,1,2,1
513,0,0.19101387441054096,Low,Sales Executive,Sales,120,3,3,2,2,4,2
514,1,0.09658974446262927,Low,Research Scientist,Research & Development,12,4,4,3,3,8,4
515,0,0.16414652021939685,Low,Laboratory Technician,Research & Development,216,3,1,3,4,4,2
516,0,0.10817826598007589,Low,Sales Executive,Sales,60,3,2,3,4,10,5
517,0,0.29511667289489807,Low,Laboratory Technician,Research & Development,60,3,1,2,2,10,5
518,0,0.09646190202250801,Low,Manufacturing Director,Research & Development,12,3,2,4,3,4,2
520,0,0.027130948677549064,Low,Research Director,Research & Development,300,3,2,3,1,6,3
521,0,0.2916415050216283,Low,Laboratory Technician,Research & Development,12,4,3,2,2,6,3
522,0,0.07730004170461101,Low,Research Director,Research & Development,48,3,1,3,1,8,4
523,0,0.19089745044568784,Low,Sales Executive,Sales,36,3,3,1,3,6,3
524,0,0.07173637161689492,Low,Manufacturing Director,Research & Development,156,3,1,2,2,10,5
525,0,0.2070811064395512,Low,Laboratory Technician,Research & Development,36,4,4,1,4,2,1
526,0,0.07014212937122599,Low,Healthcare Representative,Research & Development,60,3,3,4,3,6,3
527,0,0.16100954526354644,Low,Sales Executive,Sales,60,3,4,2,2,6,3
529,0,0.15659235316718528,Low,Research Scientist,Research & Development,156,3,3,1,2,4,2
530,0,0.24347801368818178,Low,Laboratory Technician,Research & Development,48,3,1,3,4,6,3
531,0,0.03604838027542469,Low,Manager,Research & Development,252,3,3,3,2,6,3
532,0,0.28797094790439226,Low,Sales Executive,Sales,84,3,1,4,3,0,0
533,0,0.13033915965095855,Low,Sales Executive,Sales,60,3,3,2,2,12,6
534,0,0.26692517781926645,Low,Sales Executive,Sales,120,3,1,3,2,4,2
536,0,0.25250532962047917,Low,Laboratory Technician,Research & Development,120,3,1,4,3,4,2
538,1,0.36203439955437644,Medium,Laboratory Technician,Research & Development,24,3,1,3,1,10,5
543,0,0.038875926534244216,Low,Manufacturing Director,Research & Development,60,3,3,3,4,8,4
544,0,0.15759124149853965,Low,Research Scientist,Research & Development,24,4,4,4,1,6,3
546,0,0.03626521158487707,Low,Manager,Research & Development,60,3,4,4,4,4,2
547,0,0.21171678678761127,Low,Research Scientist,Research & Development,60,3,3,2,1,6,3
548,0,0.053657301634467115,Low,Manufacturing Director,Research & Development,60,4,4,3,3,4,2
549,0,0.0353001543730105,Low,Manager,Research & Development,348,3,1,4,1,10,5
550,0,0.034011181098933106,Low,Manufacturing Director,Research & Development,120,3,3,3,3,10,5
551,0,0.03387886105741738,Low,Healthcare Representative,Research & Development,72,3,4,4,4,8,4
554,1,0.48661610368647307,Medium,Sales Representative,Sales,60,3,2,2,1,8,4
555,1,0.2589916846291875,Low,Sales Representative,Sales,24,3,3,4,4,6,3
556,0,0.13980503774814654,Low,Laboratory Technician,Research & Development,12,4,4,3,4,6,3
558,0,0.030778566414974215,Low,Manager,Sales,240,3,3,4,3,4,2
560,0,0.18231971676623998,Low,Research Scientist,Research & Development,36,4,4,2,1,6,3
562,0,0.15113186643043286,Low,Laboratory Technician,Research & Development,60,3,4,3,3,6,3
564,0,0.03780941180271075,Low,Research Director,Research & Development,120,3,3,3,2,4,2
565,1,0.2189908433429445,Low,Research Scientist,Research & Development,24,3,2,2,3,4,2
566,1,0.23469936063902846,Low,Human Resources,Human Resources,12,3,4,3,1,6,3
568,0,0.08845251053197066,Low,Manager,Sales,12,3,4,3,1,6,3
569,0,0.036009037887868266,Low,Manager,Research & Development,324,3,3,2,2,4,2
571,0,0.13723024125532876,Low,Laboratory Technician,Research & Development,132,3,4,3,3,4,2
573,0,0.09149684220198954,Low,Sales Executive,Sales,216,3,1,4,3,10,5
574,0,0.089851346885312,Low,Manufacturing Director,Research & Development,60,3,4,3,1,4,2
575,0,0.06721313180923341,Low,Research Director,Research & Development,36,3,3,3,1,4,2
577,0,0.17466506183108868,Low,Laboratory Technician,Research & Development,60,3,3,3,4,4,2
578,0,0.22050173865520864,Low,Laboratory Technician,Research & Development,12,3,3,3,3,6,3
579,0,0.08788180503308311,Low,Research Scientist,Research & Development,84,3,3,3,4,6,3
580,0,0.12567234683826248,Low,Sales Executive,Sales,36,3,4,3,3,6,3
581,0,0.029003862072681193,Low,Manufacturing Director,Research & Development,156,4,2,4,3,12,6
582,1,0.07193165543301679,Low,Manager,Research & Development,84,3,3,4,2,4,2
584,1,0.3238393765689811,Low,Laboratory Technician,Research & Development,48,3,4,1,1,4,2
585,0,0.37949770155395707,Medium,Sales Representative,Sales,36,3,2,1,4,6,3
586,0,0.06206945193673611,Low,Healthcare Representative,Research & Development,96,3,3,3,4,4,2
587,1,0.20744978120493776,Low,Healthcare Representative,Research & Development,12,3,3,1,1,4,2
590,1,0.36362052282193313,Medium,Human Resources,Human Resources,36,3,1,3,2,4,2
591,0,0.21040976719000778,Low,Laboratory Technician,Research & Development,24,3,3,4,2,8,4
592,0,0.10791417787892403,Low,Sales Executive,Sales,120,3,4,4,2,6,3
593,1,0.21241968062954586,Low,Laboratory Technician,Research & Development,24,3,3,3,3,6,3
595,0,0.17414148170841734,Low,Sales Executive,Sales,108,3,4,1,2,4,2
597,0,0.10300595392988271,Low,Manager,Sales,120,4,2,4,1,4,2
599,0,0.05476648968147914,Low,Sales Executive,Sales,168,3,4,4,4,6,3
600,0,0.1676051355823717,Low,Sales Executive,Sales,132,3,3,3,2,4,2
601,0,0.039020253006465645,Low,Manufacturing Director,Research & Development,240,3,3,3,2,6,3
602,0,0.20211414764884003,Low,Laboratory Technician,Research & Development,96,3,3,1,3,6,3
604,0,0.16290184433697744,Low,Sales Executive,Sales,72,3,4,3,2,4,2
605,0,0.03935084331337521,Low,Manufacturing Director,Research & Development,120,4,1,4,4,10,5
606,0,0.14252844844227644,Low,Sales Executive,Sales,96,3,2,2,4,6,3
608,1,0.23442944618982547,Low,Human Resources,Human Resources,84,3,3,2,2,4,2
611,0,0.05084519400056157,Low,Manufacturing Director,Research & Development,36,3,4,2,4,4,2
612,0,0.05878539658008989,Low,Research Director,Research & Development,72,3,3,3,1,4,2
613,0,0.0440306484919372,Low,Manager,Sales,60,4,4,3,3,6,3
614,1,0.46554930652253584,Medium,Sales Representative,Sales,0,3,2,4,2,6,3
615,0,0.298569059330019,Low,Sales Executive,Sales,12,3,1,3,3,4,2
616,0,0.13620611235874427,Low,Healthcare Representative,Research & Development,96,3,3,1,1,6,3
618,0,0.24934221263145528,Low,Sales Executive,Sales,0,3,3,1,1,10,5
620,0,0.20935583036062444,Low,Sales Executive,Sales,60,3,3,4,1,6,3
621,0,0.06551433301796361,Low,Sales Executive,Sales,120,3,4,4,4,6,3
622,1,0.19411017868680572,Low,Laboratory Technician,Research & Development,12,3,4,2,3,6,3
623,0,0.05114142428936361,Low,Manufacturing Director,Research & Development,72,3,4,4,2,6,3
624,0,0.13055763530075865,Low,Healthcare Representative,Research & Development,24,3,3,4,1,6,3
625,0,0.08999934254433352,Low,Manager,Sales,216,3,1,2,2,4,2
626,0,0.14595737623066546,Low,Sales Executive,Sales,108,3,2,4,1,12,6
630,0,0.1386697994773393,Low,Research Scientist,Research & Development,120,3,1,2,4,6,3
631,1,0.12717117323255286,Low,Sales Executive,Sales,48,3,3,4,4,4,2
632,0,0.229348758218534,Low,Sales Representative,Sales,24,3,4,3,4,6,3
634,0,0.07903867775811735,Low,Healthcare Representative,Research & Development,12,3,3,3,3,8,4
635,0,0.12137273710856095,Low,Manufacturing Director,Research & Development,72,3,2,2,2,4,2
638,0,0.00495421137538295,Low,Research Director,Research & Development,372,3,3,3,4,10,5
639,0,0.1292737686826278,Low,Research Scientist,Research & Development,72,3,4,2,2,6,3
641,0,0.19593890622794277,Low,Sales Executive,Sales,60,4,2,4,1,10,5
643,0,0.2296035177011371,Low,Laboratory Technician,Research & Development,12,4,2,4,4,4,2
644,0,0.04343563951736775,Low,Manager,Human Resources,384,3,2,3,1,4,2
645,0,0.42898628068033934,Medium,Sales Representative,Sales,84,3,3,3,2,2,1
647,1,0.22437807448142322,Low,Laboratory Technician,Research & Development,72,3,3,4,1,8,4
648,1,0.5918234392597332,Medium,Sales Representative,Sales,12,3,1,3,2,4,2
649,0,0.10615776664072152,Low,Research Scientist,Research & Development,72,3,4,4,2,6,3
650,1,0.3370018836622422,Medium,Sales Executive,Sales,36,3,1,3,2,4,2
652,0,0.23209119095677813,Low,Laboratory Technician,Research & Development,36,3,4,4,1,6,3
653,0,0.13253332024205414,Low,Sales Executive,Sales,84,4,4,4,1,8,4
655,0,0.14521718443006795,Low,Research Scientist,Research & Development,60,3,3,3,1,10,5
657,0,0.2020624359535314,Low,Research Scientist,Research & Development,12,3,2,4,4,0,0
659,0,0.04542664023510691,Low,Healthcare Representative,Research & Development,120,3,4,2,3,8,4
661,0,0.03720747294278519,Low,Research Director,Research & Development,12,3,4,3,2,6,3
662,0,0.21411889171455398,Low,Research Scientist,Research & Development,0,3,1,4,3,6,3
663,0,0.1471053031514523,Low,Laboratory Technician,Research & Development,96,3,3,2,4,6,3
664,0,0.09922237367920526,Low,Manager,Research & Development,36,3,1,1,4,6,3
665,0,0.3777214483074487,Medium,Human Resources,Human Resources,24,3,3,2,1,2,1
666,0,0.256468653099865,Low,Sales Representative,Sales,96,3,3,4,3,6,3
667,1,0.4735720412695738,Medium,Sales Representative,Sales,48,3,1,2,3,6,3
669,0,0.36788164902757947,Medium,Sales Representative,Sales,36,3,3,3,3,4,2
671,0,0.057206700376875336,Low,Manager,Research & Development,24,3,4,1,4,4,2
675,0,0.19720102970957246,Low,Research Scientist,Research & Development,24,4,3,4,1,6,3
677,0,0.13304335208290866,Low,Sales Executive,Sales,60,3,3,4,3,6,3
679,0,0.15648074992591307,Low,Research Scientist,Research & Development,72,3,4,4,1,4,2
680,0,0.16563022093204582,Low,Research Scientist,Research & Development,12,4,3,3,3,4,2
682,0,0.13388398076999042,Low,Sales Executive,Sales,168,4,1,4,4,4,2
683,0,0.07624946454336046,Low,Research Scientist,Research & Development,120,3,4,4,2,8,4
684,1,0.3172087863052333,Low,Sales Executive,Sales,12,3,1,4,1,8,4
686,0,0.18889051848600627,Low,Laboratory Technician,Research & Development,36,3,4,3,3,4,2
689,0,0.05589010599244718,Low,Manufacturing Director,Research & Development,120,3,3,3,3,4,2
690,0,0.1596528344715777,Low,Sales Executive,Sales,72,3,3,1,2,10,5
691,0,0.08079328888378944,Low,Research Scientist,Research & Development,204,3,4,2,2,6,3
692,0,0.0491551776204225,Low,Healthcare Representative,Research & Development,156,4,4,3,3,4,2
698,0,0.22836760928153563,Low,Human Resources,Human Resources,108,3,2,3,3,2,1
699,0,0.12475754497371384,Low,Manufacturing Director,Research & Development,36,3,2,3,2,4,2
700,0,0.2239261284089835,Low,Research Scientist,Research & Development,48,3,4,4,1,0,0
701,1,0.07503185204715165,Low,Research Scientist,Research & Development,12,3,3,4,4,10,5
702,1,0.28976480122593906,Low,Research Scientist,Research & Development,120,3,1,1,1,6,3
704,0,0.22050173865520864,Low,Laboratory Technician,Research & Development,12,3,3,3,3,6,3
705,0,0.3628695869567736,Medium,Research Scientist,Research & Development,36,3,1,1,1,6,3
707,0,0.1358723408008839,Low,Sales Executive,Sales,36,4,2,3,4,8,4
709,0,0.1175562415435444,Low,Sales Executive,Sales,84,4,4,1,4,4,2
710,0,0.06491041581523488,Low,Research Scientist,Research & Development,120,3,4,4,2,10,5
712,0,0.23393681191902743,Low,Sales Executive,Sales,24,3,2,4,2,6,3
714,0,0.09509719343697462,Low,Sales Executive,Sales,72,4,4,2,4,6,3
715,0,0.12677190329806537,Low,Research Scientist,Research & Development,12,3,4,1,4,4,2
716,0,0.08010142970954841,Low,Laboratory Technician,Research & Development,240,3,3,3,4,6,3
717,0,0.07553349733723734,Low,Healthcare Representative,Research & Development,96,3,2,2,4,6,3
720,1,0.299216523467128,Low,Sales Executive,Sales,24,3,3,1,1,6,3
721,0,0.031968987489148754,Low,Healthcare Representative,Research & Development,240,3,3,1,4,8,4
722,0,0.07695019710224969,Low,Sales Executive,Sales,120,3,4,4,4,4,2
723,1,0.1990411835077877,Low,Sales Executive,Sales,48,3,3,1,2,8,4
724,0,0.05539055509993945,Low,Healthcare Representative,Research & Development,108,3,4,3,2,8,4
725,0,0.07452000323030253,Low,Manufacturing Director,Research & Development,108,3,1,4,3,6,3
727,0,0.011621260285704803,Low,Research Director,Research & Development,84,3,4,4,3,12,6
728,0,0.17881232252757986,Low,Sales Executive,Sales,84,3,1,4,4,4,2
729,0,0.12498278523039813,Low,Sales Executive,Sales,216,4,1,3,4,4,2
730,0,0.030938551024956646,Low,Research Director,Research & Development,60,3,3,3,3,6,3
731,0,0.03648268041826669,Low,Manager,Human Resources,252,3,4,2,2,4,2
732,0,0.42685906641365073,Medium,Sales Executive,Sales,24,3,1,4,1,2,1
733,0,0.054032173514648806,Low,Manufacturing Director,Research & Development,108,4,1,3,4,8,4
734,0,0.022582621406132472,Low,Manager,Human Resources,264,3,3,2,4,6,3
738,0,0.35305595975992937,Medium,Sales Representative,Sales,24,3,2,4,4,4,2
741,1,0.17741630707006453,Low,Research Scientist,Research & Development,84,3,2,4,1,8,4
742,0,0.10903629413160791,Low,Research Director,Research & Development,96,3,1,1,1,4,2
743,0,0.054374291063077174,Low,Manufacturing Director,Research & Development,12,3,3,4,3,8,4
744,0,0.22196100834058582,Low,Laboratory Technician,Research & Development,60,3,3,3,1,10,5
746,0,0.05819366713692178,Low,Sales Executive,Sales,264,3,3,4,4,4,2
747,0,0.10664336253965402,Low,Sales Executive,Sales,96,4,4,4,3,4,2
749,0,0.2425384369235705,Low,Sales Representative,Sales,12,3,3,3,3,12,6
752,1,0.14589776560896572,Low,Research Scientist,Research & Development,24,3,3,4,3,4,2
754,0,0.07507143736494776,Low,Sales Executive,Sales,24,3,4,3,4,10,5
757,0,0.10540557468940222,Low,Healthcare Representative,Research & Development,60,3,3,4,2,4,2
758,0,0.3713090735084776,Medium,Laboratory Technician,Research & Development,48,3,1,4,2,4,2
760,0,0.1800069765435198,Low,Human Resources,Human Resources,96,3,2,3,3,6,3
762,0,0.06678470127198718,Low,Healthcare Representative,Research & Development,120,3,4,3,3,2,1
763,0,0.0819138494947335,Low,Research Scientist,Research & Development,48,4,4,4,4,4,2
764,0,0.13013139183942052,Low,Healthcare Representative,Research & Development,84,3,1,1,4,4,2
766,0,0.35305595975992937,Medium,Sales Representative,Sales,24,3,2,4,4,4,2
769,0,0.10523750475153969,Low,Laboratory Technician,Research & Development,24,3,4,4,4,8,4
771,0,0.1660536271804067,Low,Healthcare Representative,Research & Development,12,3,1,1,4,4,2
772,0,0.20473909042635624,Low,Laboratory Technician,Research & Development,120,3,4,4,1,4,2
773,0,0.19425024204716326,Low,Research Scientist,Research & Development,12,3,3,2,4,0,0
775,0,0.1536856465936336,Low,Manufacturing Director,Research & Development,0,3,1,3,2,6,3
776,0,0.03196901640589811,Low,Manager,Sales,408,3,1,1,3,6,3
780,1,0.0703108659268588,Low,Research Scientist,Research & Development,120,3,4,3,4,4,2
781,0,0.08894519956826501,Low,Sales Executive,Sales,72,4,4,2,3,10,5
783,0,0.3877351915539633,Medium,Sales Representative,Sales,96,3,3,1,2,6,3
784,0,0.19863523648249992,Low,Research Scientist,Research & Development,24,3,3,4,1,6,3
785,1,0.19335422961257928,Low,Sales Executive,Sales,60,3,3,4,2,4,2
786,0,0.06233105949153114,Low,Sales Executive,Sales,72,4,4,3,4,10,5
787,1,0.0785063074879712,Low,Manager,Research & Development,60,3,1,4,4,4,2
789,0,0.38871370561600943,Medium,Sales Executive,Sales,120,3,1,2,1,2,1
791,0,0.09569682499186785,Low,Research Scientist,Research & Development,48,3,4,1,4,6,3
792,0,0.3450499144723448,Medium,Laboratory Technician,Research & Development,24,3,4,1,1,4,2
793,0,0.10717615146304216,Low,Healthcare Representative,Research & Development,96,3,3,1,2,6,3
796,1,0.21928439740950503,Low,Sales Executive,Sales,48,3,1,3,4,4,2
797,0,0.14798623422961169,Low,Research Scientist,Research & Development,48,3,4,3,2,4,2
799,0,0.07233488553915361,Low,Manufacturing Director,Research & Development,60,3,1,2,4,8,4
800,0,0.13286860888553295,Low,Sales Executive,Sales,48,3,4,2,3,6,3
802,0,0.1696514250717336,Low,Research Scientist,Research & Development,60,3,1,2,4,6,3
803,0,0.11041782501407685,Low,Manufacturing Director,Research & Development,180,3,1,4,1,4,2
804,0,0.18624301064558554,Low,Research Scientist,Research & Development,72,3,1,3,3,6,3
805,0,0.5041529683425322,Medium,Sales Representative,Sales,36,3,4,2,1,2,1
806,0,0.1948208982029353,Low,Laboratory Technician,Research & Development,24,4,3,3,4,4,2
807,0,0.09187695092123617,Low,Healthcare Representative,Research & Development,96,4,2,4,3,4,2
808,0,0.3397008017350704,Medium,Sales Executive,Sales,36,3,1,2,3,2,1
809,0,0.02268450148111009,Low,Manager,Research & Development,288,3,4,2,2,8,4
811,1,0.37609409590085396,Medium,Laboratory Technician,Research & Development,0,4,1,3,3,4,2
812,0,0.23801968002204366,Low,Laboratory Technician,Research & Development,12,3,2,3,3,8,4
813,0,0.16471553291869823,Low,Laboratory Technician,Research & Development,60,4,3,2,4,6,3
815,0,0.02907777209014263,Low,Research Director,Research & Development,48,3,3,4,3,6,3
816,1,0.44758508252890455,Medium,Laboratory Technician,Research & Development,12,3,1,4,2,2,1
817,0,0.019130018469788727,Low,Research Director,Research & Development,156,3,3,4,3,6,3
819,1,0.3595919643365188,Medium,Sales Executive,Sales,36,3,1,3,1,6,3
820,0,0.016797375447549594,Low,Manager,Research & Development,312,3,4,3,3,6,3
823,0,0.09248942845696936,Low,Manufacturing Director,Research & Development,108,3,2,1,3,4,2
824,0,0.09805452447013548,Low,Research Scientist,Research & Development,120,4,3,3,3,6,3
825,1,0.009735753376513636,Low,Research Director,Research & Development,372,3,2,4,4,4,2
826,0,0.17052849051537916,Low,Research Scientist,Research & Development,24,3,3,3,4,0,0
827,0,0.028084372567194458,Low,Manufacturing Director,Research & Development,48,3,4,4,4,8,4
828,1,0.12560970309776406,Low,Research Scientist,Research & Development,24,3,3,4,3,6,3
829,0,0.251896287118457,Low,Human Resources,Human Resources,60,3,2,2,3,4,2
830,0,0.039517812138471414,Low,Manufacturing Director,Research & Development,168,3,3,3,3,6,3
832,0,0.20612304247399446,Low,Laboratory Technician,Research & Development,12,3,3,4,1,12,6
833,0,0.05383435521331551,Low,Manufacturing Director,Research & Development,0,4,4,2,3,8,4
834,0,0.1652131223632521,Low,Research Scientist,Research & Development,12,3,3,4,2,6,3
836,0,0.07454556272850209,Low,Manufacturing Director,Research & Development,108,3,2,4,2,6,3
837,0,0.20833576700038298,Low,Healthcare Representative,Research & Development,48,3,1,3,1,6,3
838,0,0.09586019490440623,Low,Research Scientist,Research & Development,60,3,4,3,3,6,3
840,1,0.11893978646155279,Low,Sales Executive,Sales,108,3,4,1,3,6,3
842,1,0.09746480769503557,Low,Sales Executive,Sales,108,3,4,3,3,6,3
843,0,0.06990222253958524,Low,Research Director,Research & Development,48,4,1,3,2,6,3
844,0,0.021972902490797974,Low,Research Director,Research & Development,108,3,4,2,3,6,3
845,0,0.057206731829845786,Low,Manufacturing Director,Research & Development,96,4,3,2,3,6,3
846,0,0.2742484512027965,Low,Sales Executive,Sales,96,4,2,1,2,4,2
847,0,0.18597594840250561,Low,Human Resources,Human Resources,36,3,4,3,3,2,1
848,1,0.15209382265074353,Low,Research Scientist,Research & Development,96,3,3,1,3,4,2
850,0,0.0574232079017229,Low,Research Scientist,Research & Development,0,3,4,3,4,12,6
852,0,0.08228665672142237,Low,Healthcare Representative,Research & Development,60,3,2,4,4,4,2
854,0,0.30284321210174214,Low,Research Scientist,Research & Development,48,3,1,3,1,6,3
855,0,0.2698651539400621,Low,Sales Executive,Sales,108,4,1,1,1,10,5
856,0,0.16991732475476345,Low,Research Scientist,Research & Development,72,3,1,4,3,6,3
857,0,0.10460503650704205,Low,Sales Executive,Sales,216,3,4,4,2,2,1
859,0,0.14649757139154151,Low,Sales Executive,Sales,60,3,4,3,2,6,3
861,0,0.1347335136232197,Low,Research Scientist,Research & Development,60,3,4,2,2,6,3
862,0,0.1678149759865009,Low,Sales Executive,Sales,60,3,4,4,1,6,3
864,0,0.21123486734276847,Low,Sales Executive,Sales,60,3,1,3,4,4,2
865,0,0.12220500336360686,Low,Research Scientist,Research & Development,60,3,3,3,3,6,3
867,0,0.03791281365972478,Low,Manufacturing Director,Research & Development,108,4,4,3,3,6,3
868,0,0.1439040316746476,Low,Sales Executive,Sales,12,3,3,4,4,4,2
869,0,0.0930836439154675,Low,Human Resources,Human Resources,60,3,4,4,2,12,6
872,0,0.05860402279183151,Low,Manufacturing Director,Research & Development,24,4,4,1,4,4,2
874,0,0.28480127265464333,Low,Laboratory Technician,Research & Development,36,4,4,3,1,4,2
875,0,0.14594394619420525,Low,Research Scientist,Research & Development,24,3,4,4,2,4,2
878,0,0.36251061649636923,Medium,Human Resources,Human Resources,60,4,1,3,1,6,3
879,0,0.20923318629918142,Low,Sales Executive,Sales,60,3,1,4,3,6,3
880,0,0.03453514037058196,Low,Manufacturing Director,Research & Development,204,4,3,2,4,4,2
881,1,0.12055779298498649,Low,Research Scientist,Research & Development,120,3,2,1,4,6,3
882,0,0.1654281004719679,Low,Laboratory Technician,Research & Development,36,3,4,2,4,4,2
885,0,0.34336437859385954,Medium,Sales Executive,Sales,60,3,1,1,3,2,1
887,0,0.25077373588475993,Low,Research Scientist,Research & Development,48,3,1,2,3,4,2
888,0,0.24626157156250292,Low,Laboratory Technician,Research & Development,60,3,4,4,1,4,2
889,0,0.17257794676075053,Low,Sales Executive,Sales,120,3,2,4,2,6,3
893,0,0.4419295967256704,Medium,Sales Representative,Sales,24,3,2,4,2,6,3
894,0,0.21964401239851838,Low,Laboratory Technician,Research & Development,60,3,4,2,3,2,1
895,0,0.09281872385554273,Low,Research Scientist,Research & Development,72,3,4,2,4,4,2
896,1,0.3913199368131103,Medium,Sales Representative,Sales,36,3,3,3,2,6,3
897,0,0.20642362561511773,Low,Sales Executive,Sales,24,3,4,3,1,6,3
899,0,0.060257002302685804,Low,Manufacturing Director,Research & Development,156,3,2,1,4,4,2
900,0,0.2747594832586814,Low,Sales Representative,Sales,60,3,4,2,3,6,3
901,0,0.021807687179481873,Low,Research Director,Research & Development,144,3,4,3,4,0,0
902,0,0.06104085527879246,Low,Healthcare Representative,Research & Development,60,3,4,2,4,4,2
903,0,0.1489287871705317,Low,Sales Executive,Sales,84,4,4,1,3,4,2
904,0,0.24573080150147525,Low,Sales Executive,Sales,120,3,2,4,1,4,2
905,0,0.04492319123986834,Low,Manager,Research & Development,372,3,1,4,1,6,3
